239.20.151.235 - isabella_bartolomeo [17/Dec/2025:17:49:14 -0700] "POST /login/login?user=isabella_bartolomeo&password=TF1h7qM6v&status=unauthorized HTTP/1.1" 401 927 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
236.20.58.71 - khalid_galal [17/Dec/2025:17:49:24 -0700] "POST /login/login?user=khalid_galal&password=pMMfxdlCAeD&status=unauthorized HTTP/1.1" 401 18991 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
254.59.30.5 - nathaniel_farmer [17/Dec/2025:17:49:25 -0700] "POST /login/login?user=nathaniel_farmer&password=kjKU9AzH2H6Qfl&status=unauthorized HTTP/1.1" 401 18035 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
167.79.57.42 - jacqueline_yanez [17/Dec/2025:17:49:27 -0700] "POST /login/login?user=jacqueline_yanez&password=RKGM20kdlJ7e&status=unauthorized HTTP/1.1" 401 21410 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
123.130.8.173 - - [17/Dec/2025:17:49:19 -0700] "POST /methodologies HTTP/1.1" 502 12580 "https://www.principalinitiatives.biz/evolve/exploit" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_8 rv:7.0; en-US) AppleWebKit/533.43.6 (KHTML, like Gecko) Version/5.2 Safari/533.43.6"
22.182.145.144 - blick4080 [17/Dec/2025:17:49:19 -0700] "DELETE /wireless/customized/initiatives/vortals HTTP/1.1" 100 43473 "https://www.futuree-business.org/unleash/24/7/platforms" "Opera/8.66 (Windows 95; en-US) Presto/2.13.337 Version/12.00"
250.199.14.120 - - [17/Dec/2025:17:49:19 -0700] "PATCH /dynamic HTTP/2.0" 404 18083 "https://www.humanembrace.name/seize/systems" "Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/531.38.6 (KHTML, like Gecko) Version/6.0 Safari/531.38.6"
190.55.71.47 - mahi_mohashin [17/Dec/2025:17:49:22 -0700] "POST /login/login?user=mahi_mohashin&password=ePoz0JRZL8YQ&status=unauthorized HTTP/1.1" 401 1311 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
69.5.192.72 - - [17/Dec/2025:17:49:19 -0700] "DELETE /bandwidth/morph HTTP/1.1" 204 56615 "http://www.dynamicinteractive.name/turn-key/revolutionary/supply-chains" "Mozilla/5.0 (iPad; CPU OS 9_1_3 like Mac OS X; en-US) AppleWebKit/533.2.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6533.2.1"
229.206.58.121 - blessy [17/Dec/2025:17:49:21 -0700] "POST /login/login?user=blessy&password=uJtWlCTyxaiw&status=unauthorized HTTP/1.1" 401 22620 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
44.234.10.137 - raynor7014 [17/Dec/2025:17:49:19 -0700] "HEAD /benchmark/compelling/wireless/leverage HTTP/2.0" 201 87555 "https://www.directempower.net/impactful" "Opera/10.67 (X11; Linux i686; en-US) Presto/2.13.271 Version/13.00"
16.144.94.85 - - [17/Dec/2025:17:49:19 -0700] "POST /vortals/revolutionary HTTP/2.0" 203 85814 "https://www.dynamicsynergize.name/dynamic" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5332 (KHTML, like Gecko) Chrome/36.0.857.0 Mobile Safari/5332"
76.123.214.75 - - [17/Dec/2025:17:49:19 -0700] "GET /solutions/incubate HTTP/1.1" 302 16667 "https://www.globalarchitect.com/functionalities/functionalities/unleash" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/5320 (KHTML, like Gecko) Chrome/38.0.853.0 Mobile Safari/5320"
68.254.126.185 - fatma_arslan [17/Dec/2025:17:49:22 -0700] "POST /login/login?user=fatma_arslan&password=GNVxWK57dXAUgs&status=unauthorized HTTP/1.1" 401 7692 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
58.201.187.123 - stiedemann7024 [17/Dec/2025:17:49:19 -0700] "POST /syndicate HTTP/1.1" 500 60995 "http://www.seniordeliver.io/recontextualize" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0 rv:4.0; en-US) AppleWebKit/536.13.5 (KHTML, like Gecko) Version/4.2 Safari/536.13.5"
239.217.56.156 - - [17/Dec/2025:17:49:19 -0700] "DELETE /synthesize/intuitive HTTP/2.0" 204 62491 "https://www.seniorreintermediate.io/e-enable/metrics/maximize/interactive" "Mozilla/5.0 (Windows NT 5.2; en-US; rv:1.9.0.20) Gecko/2024-25-01 Firefox/37.0"
146.41.168.252 - carlington_miller [17/Dec/2025:17:49:24 -0700] "POST /login/login?user=carlington_miller&password=qg3xUQDCx8hDmp&status=unauthorized HTTP/1.1" 401 17916 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
94.159.37.233 - - [17/Dec/2025:17:49:19 -0700] "PATCH /iterate/scale HTTP/1.0" 416 72086 "http://www.nationaltransform.name/engage/strategize/empower/leading-edge" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5321 (KHTML, like Gecko) Chrome/37.0.844.0 Mobile Safari/5321"
50.242.203.13 - - [17/Dec/2025:17:49:19 -0700] "PUT /one-to-one/partnerships HTTP/1.0" 401 34680 "https://www.chiefsupply-chains.io/back-end/e-business" "Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_9) AppleWebKit/5311 (KHTML, like Gecko) Chrome/36.0.891.0 Mobile Safari/5311"
49.170.173.158 - joaquin [17/Dec/2025:17:49:20 -0700] "POST /login/login?user=joaquin&password=S4MmAA0pdZO&status=unauthorized HTTP/1.1" 401 7361 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
28.42.174.136 - schuster5280 [17/Dec/2025:17:49:19 -0700] "GET /plug-and-play HTTP/1.1" 205 80738 "https://www.customernetworks.io/e-business/seize/out-of-the-box" "Opera/8.86 (X11; Linux i686; en-US) Presto/2.13.300 Version/13.00"
32.168.19.62 - hailey_muniz [17/Dec/2025:17:49:24 -0700] "POST /login/login?user=hailey_muniz&password=LDzV60ulYWGWU&status=unauthorized HTTP/1.1" 401 15719 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
23.238.33.134 - hailey_muniz [17/Dec/2025:17:49:29 -0700] "POST /login/login?user=hailey_muniz&password=9pJzljzuoHs95W&status=unauthorized HTTP/1.1" 401 2621 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
211.171.96.244 - little1260 [17/Dec/2025:17:49:19 -0700] "PATCH /communities/exploit/exploit HTTP/2.0" 502 2280 "http://www.investorback-end.net/dynamic" "Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.43.3 (KHTML, like Gecko) Version/6.0 Safari/535.43.3"
195.105.131.128 - kiehn3436 [17/Dec/2025:17:49:19 -0700] "HEAD /bleeding-edge/interfaces/strategic HTTP/1.1" 503 39526 "https://www.internaltechnologies.name/interfaces/iterate" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/5332 (KHTML, like Gecko) Chrome/39.0.876.0 Mobile Safari/5332"
146.96.42.126 - - [17/Dec/2025:17:49:19 -0700] "HEAD /dot-com HTTP/1.1" 404 1326 "https://www.principalenable.io/deliverables/redefine/best-of-breed" "Mozilla/5.0 (iPad; CPU OS 9_2_1 like Mac OS X; en-US) AppleWebKit/535.19.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B120 Safari/6535.19.6"
130.101.120.101 - bradtke6517 [17/Dec/2025:17:49:19 -0700] "DELETE /systems HTTP/1.0" 405 64596 "http://www.corporateengage.org/frictionless/e-services/robust/eyeballs" "Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.6.4 (KHTML, like Gecko) Version/5.2 Safari/533.6.4"
84.155.70.177 - - [17/Dec/2025:17:49:19 -0700] "GET /redefine HTTP/1.1" 406 69742 "https://www.centralkiller.name/action-items/deliver/whiteboard" "Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_2 rv:6.0) Gecko/1963-18-07 Firefox/36.0"
67.7.101.157 - hondo_limon [17/Dec/2025:17:49:23 -0700] "POST /login/login?user=hondo_limon&password=B3CN6hgeK0b&status=unauthorized HTTP/1.1" 401 11519 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
177.192.68.110 - joaquin [17/Dec/2025:17:49:24 -0700] "POST /login/login?user=joaquin&password=VsMuRQDb&status=unauthorized HTTP/1.1" 401 3602 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
109.112.46.149 - matthew_gibsonlopez [17/Dec/2025:17:49:29 -0700] "POST /login/login?user=matthew_gibsonlopez&password=YODna0dvweiI&status=unauthorized HTTP/1.1" 401 4586 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
31.140.122.8 - - [17/Dec/2025:17:49:19 -0700] "DELETE /wireless/generate/vertical HTTP/1.0" 100 1323 "https://www.seniornetworks.io/portals/infomediaries" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5322 (KHTML, like Gecko) Chrome/36.0.844.0 Mobile Safari/5322"
96.170.184.120 - jacqueline_yanez [17/Dec/2025:17:49:22 -0700] "POST /login/login?user=jacqueline_yanez&password=Oyl01wHF5BY&status=unauthorized HTTP/1.1" 401 19113 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
167.169.91.162 - timothy_yuen [17/Dec/2025:17:49:23 -0700] "POST /login/login?user=timothy_yuen&password=SnneO9Sojev&status=unauthorized HTTP/1.1" 401 3309 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
78.14.118.149 - hondo_limon [17/Dec/2025:17:49:26 -0700] "POST /login/login?user=hondo_limon&password=8mzCtBdREh&status=unauthorized HTTP/1.1" 401 14663 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
174.137.252.112 - waelchi8075 [17/Dec/2025:17:49:19 -0700] "HEAD /experiences/e-enable/leading-edge HTTP/2.0" 401 90999 "https://www.investorchannels.com/envisioneer" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5350 (KHTML, like Gecko) Chrome/39.0.817.0 Mobile Safari/5350"
246.184.87.142 - blessy [17/Dec/2025:17:49:24 -0700] "POST /login/login?user=blessy&password=Fld7uoQCjbIZc&status=unauthorized HTTP/1.1" 401 1645 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
241.150.226.211 - xiaoyin_wang [17/Dec/2025:17:49:27 -0700] "POST /login/login?user=xiaoyin_wang&password=2oYKfBl11&status=unauthorized HTTP/1.1" 401 11803 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
217.74.199.211 - jacqueline_arias [17/Dec/2025:17:49:30 -0700] "POST /login/login?user=jacqueline_arias&password=vam7viWT9a&status=unauthorized HTTP/1.1" 401 6160 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
149.65.58.182 - - [17/Dec/2025:17:49:19 -0700] "DELETE /benchmark HTTP/2.0" 205 45463 "http://www.regionalenterprise.biz/global" "Mozilla/5.0 (Windows NT 5.2; en-US; rv:1.9.0.20) Gecko/1990-04-09 Firefox/35.0"
172.65.210.178 - sam_silvestro [17/Dec/2025:17:49:22 -0700] "POST /login/login?user=sam_silvestro&password=zoNOGbNHNYGF&status=unauthorized HTTP/1.1" 401 15029 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
129.21.78.98 - - [17/Dec/2025:17:49:19 -0700] "HEAD /leverage/action-items/open-source/engage HTTP/1.1" 203 81130 "http://www.nationalredefine.net/dot-com/visualize/magnetic/infomediaries" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5362 (KHTML, like Gecko) Chrome/36.0.870.0 Mobile Safari/5362"
