177.143.111.51 - inara_rupani [17/Dec/2025:17:49:18 -0700] "POST /login/login?user=inara_rupani&password=AHZPmyqxN&status=unauthorized HTTP/1.1" 401 18495 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
123.190.172.224 - leannon4085 [17/Dec/2025:17:49:19 -0700] "POST /clicks-and-mortar/seamless HTTP/1.1" 502 22458 "https://www.corporatesynergies.biz/compelling" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5341 (KHTML, like Gecko) Chrome/36.0.880.0 Mobile Safari/5341"
147.230.166.56 - murad [17/Dec/2025:17:49:23 -0700] "POST /login/login?user=murad&password=MCqcRBvMHvqa&status=unauthorized HTTP/1.1" 401 7115 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
54.159.195.135 - - [17/Dec/2025:17:49:19 -0700] "PUT /relationships HTTP/1.1" 416 53188 "http://www.globalworld-class.biz/web services/bricks-and-clicks" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_8) AppleWebKit/5352 (KHTML, like Gecko) Chrome/38.0.831.0 Mobile Safari/5352"
246.222.87.203 - alnoor_ladak [17/Dec/2025:17:49:21 -0700] "POST /login/login?user=alnoor_ladak&password=oxGtUgjxoSE&status=unauthorized HTTP/1.1" 401 7552 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
151.56.104.5 - armstrong3127 [17/Dec/2025:17:49:19 -0700] "GET /open-source/optimize/customized/architect HTTP/1.1" 201 60988 "http://www.futureconvergence.name/cross-media" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_10 rv:2.0) Gecko/2013-24-04 Firefox/36.0"
252.179.42.227 - jast2726 [17/Dec/2025:17:49:19 -0700] "DELETE /cross-media/strategic/open-source/schemas HTTP/1.0" 401 54507 "https://www.corporateconvergence.name/collaborative/infrastructures" "Mozilla/5.0 (Windows NT 5.0) AppleWebKit/5362 (KHTML, like Gecko) Chrome/40.0.885.0 Mobile Safari/5362"
243.232.66.204 - iliyan_momin [17/Dec/2025:17:49:20 -0700] "POST /login/login?user=iliyan_momin&password=Yi76u9Rvx3X&status=unauthorized HTTP/1.1" 401 1285 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
154.109.113.52 - lynch2758 [17/Dec/2025:17:49:19 -0700] "PATCH /networks HTTP/2.0" 203 95994 "http://www.leadutilize.name/web services/impactful/convergence/communities" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_10) AppleWebKit/5360 (KHTML, like Gecko) Chrome/36.0.874.0 Mobile Safari/5360"
186.216.52.76 - mohr1048 [17/Dec/2025:17:49:19 -0700] "PUT /web+services HTTP/2.0" 201 28291 "https://www.dynamicfront-end.io/scale" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/5341 (KHTML, like Gecko) Chrome/40.0.812.0 Mobile Safari/5341"
87.181.122.139 - ali_dharani [17/Dec/2025:17:49:22 -0700] "POST /login/login?user=ali_dharani&password=iCYbMHhoZs&status=unauthorized HTTP/1.1" 401 11839 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
188.75.244.158 - - [17/Dec/2025:17:49:19 -0700] "PUT /architectures/enterprise/empower/seamless HTTP/2.0" 401 10680 "http://www.seniore-markets.io/architectures/cross-platform/ubiquitous" "Mozilla/5.0 (Windows NT 5.1; en-US; rv:1.9.2.20) Gecko/2020-03-11 Firefox/35.0"
77.43.32.45 - shezan [17/Dec/2025:17:49:21 -0700] "POST /login/login?user=shezan&password=Va8QL07XhgRT&status=unauthorized HTTP/1.1" 401 13905 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
54.235.254.61 - serena_tejani_rahemtulla [17/Dec/2025:17:49:24 -0700] "POST /login/login?user=serena_tejani_rahemtulla&password=7nN1nGTHayqyj1&status=unauthorized HTTP/1.1" 401 11742 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
245.236.228.130 - - [17/Dec/2025:17:49:19 -0700] "GET /scale/end-to-end/relationships HTTP/2.0" 502 22683 "http://www.forwardturn-key.com/web services/target/networks" "Opera/8.65 (Macintosh; Intel Mac OS X 10_6_6; en-US) Presto/2.8.249 Version/12.00"
199.69.71.193 - langworth7005 [17/Dec/2025:17:49:19 -0700] "PATCH /b2b/killer/synergistic/wireless HTTP/1.0" 400 91336 "http://www.nationalniches.net/infomediaries/monetize" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5330 (KHTML, like Gecko) Chrome/37.0.866.0 Mobile Safari/5330"
225.27.238.188 - sam_k [17/Dec/2025:17:49:24 -0700] "POST /login/login?user=sam_k&password=hC9W4qT7umWnM&status=unauthorized HTTP/1.1" 401 19318 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
176.145.111.93 - khizrali_kradiya [17/Dec/2025:17:49:27 -0700] "POST /login/login?user=khizrali_kradiya&password=bIASnhFPxJunbk&status=unauthorized HTTP/1.1" 401 4864 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
229.155.217.146 - jacobs8057 [17/Dec/2025:17:49:19 -0700] "PUT /b2c HTTP/2.0" 204 33731 "https://www.regionalapplications.net/paradigms/unleash/benchmark/streamline" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/5360 (KHTML, like Gecko) Chrome/37.0.833.0 Mobile Safari/5360"
233.205.193.8 - rozi [17/Dec/2025:17:49:22 -0700] "POST /login/login?user=rozi&password=iZKMjCwU3R&status=unauthorized HTTP/1.1" 401 4842 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
211.153.56.151 - - [17/Dec/2025:17:49:19 -0700] "DELETE /grow/infrastructures HTTP/1.0" 205 11195 "http://www.dynamicb2c.biz/envisioneer/e-business/enable" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4 rv:7.0; en-US) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.1 Safari/532.43.4"
243.59.56.237 - - [17/Dec/2025:17:49:19 -0700] "POST /redefine/e-business HTTP/1.1" 405 73927 "https://www.legacymethodologies.org/e-markets/web services/iterate" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8 rv:5.0; en-US) AppleWebKit/531.3.2 (KHTML, like Gecko) Version/5.1 Safari/531.3.2"
189.229.151.101 - asad [17/Dec/2025:17:49:20 -0700] "POST /login/login?user=asad&password=aHS2OGOzCR&status=unauthorized HTTP/1.1" 401 18037 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
21.101.190.176 - aziz_kapadia [17/Dec/2025:17:49:25 -0700] "POST /login/login?user=aziz_kapadia&password=2fgeedHHI&status=unauthorized HTTP/1.1" 401 8997 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
100.232.188.210 - aly_a [17/Dec/2025:17:49:29 -0700] "POST /login/login?user=aly_a&password=UqbVSgFfU5CV&status=unauthorized HTTP/1.1" 401 17952 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
45.42.36.8 - deckow5242 [17/Dec/2025:17:49:19 -0700] "GET /mindshare/web+services/dot-com/brand HTTP/1.0" 406 9184 "https://www.futuresexy.biz/bleeding-edge/embrace" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/5332 (KHTML, like Gecko) Chrome/39.0.851.0 Mobile Safari/5332"
200.27.180.138 - raheel [17/Dec/2025:17:49:21 -0700] "POST /login/login?user=raheel&password=BxZxrL5mK&status=unauthorized HTTP/1.1" 401 6933 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
84.71.7.132 - - [17/Dec/2025:17:49:19 -0700] "HEAD /extensible/architect HTTP/1.1" 500 66440 "https://www.principalincubate.com/incubate/users" "Mozilla/5.0 (Windows NT 6.0; en-US; rv:1.9.1.20) Gecko/1902-28-12 Firefox/36.0"
140.44.25.166 - metz8884 [17/Dec/2025:17:49:19 -0700] "PATCH /e-services/paradigms HTTP/1.0" 405 74712 "https://www.directdeliverables.name/content/magnetic" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5361 (KHTML, like Gecko) Chrome/37.0.870.0 Mobile Safari/5361"
160.46.217.165 - - [17/Dec/2025:17:49:19 -0700] "PATCH /revolutionary/monetize HTTP/1.0" 100 45018 "https://www.dynamicrepurpose.info/vertical/synthesize" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X; en-US) AppleWebKit/536.22.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6536.22.6"
125.129.227.86 - murad_kajani [17/Dec/2025:17:49:24 -0700] "POST /login/login?user=murad_kajani&password=MmZG14scnkE9&status=unauthorized HTTP/1.1" 401 4048 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
134.196.71.30 - - [17/Dec/2025:17:49:19 -0700] "DELETE /rich HTTP/1.0" 405 20282 "https://www.customerclicks-and-mortar.biz/brand/iterate/empower/ubiquitous" "Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_3) AppleWebKit/5330 (KHTML, like Gecko) Chrome/36.0.872.0 Mobile Safari/5330"
176.19.60.149 - mcglynn4684 [17/Dec/2025:17:49:19 -0700] "PATCH /transition/whiteboard HTTP/1.1" 100 6900 "https://www.legacysynergistic.com/intuitive" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5321 (KHTML, like Gecko) Chrome/36.0.865.0 Mobile Safari/5321"
168.86.99.49 - mahek_ramzan [17/Dec/2025:17:49:20 -0700] "POST /login/login?user=mahek_ramzan&password=uhWMSJ8KQ9VX&status=unauthorized HTTP/1.1" 401 15525 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
58.129.141.96 - iliyan_momin [17/Dec/2025:17:49:24 -0700] "POST /login/login?user=iliyan_momin&password=e6f2SH2M5&status=unauthorized HTTP/1.1" 401 8934 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
221.230.247.122 - zain_mitha [17/Dec/2025:17:49:29 -0700] "POST /login/login?user=zain_mitha&password=Sap91EZOeH&status=unauthorized HTTP/1.1" 401 9815 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
220.203.141.176 - howe3423 [17/Dec/2025:17:49:19 -0700] "DELETE /synergize/strategic/best-of-breed/architect HTTP/1.1" 205 90340 "http://www.directincubate.io/granular" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_10) AppleWebKit/5332 (KHTML, like Gecko) Chrome/37.0.872.0 Mobile Safari/5332"
154.62.130.131 - - [17/Dec/2025:17:49:19 -0700] "POST /exploit/distributed/e-markets/bandwidth HTTP/1.0" 504 68641 "http://www.dynamicgranular.name/scalable/b2c/streamline" "Mozilla/5.0 (X11; Linux x86_64; rv:8.0) Gecko/1990-24-12 Firefox/35.0"
159.161.182.248 - boyle1855 [17/Dec/2025:17:49:19 -0700] "PUT /reinvent/web-enabled HTTP/1.0" 203 62678 "https://www.directrich.biz/brand/target" "Mozilla/5.0 (X11; Linux i686; rv:5.0) Gecko/1900-01-07 Firefox/36.0"
232.214.86.78 - mosciski2640 [17/Dec/2025:17:49:19 -0700] "DELETE /dot-com/killer/web-enabled HTTP/1.0" 406 8116 "http://www.districtleading-edge.name/benchmark/deliver" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/5332 (KHTML, like Gecko) Chrome/39.0.862.0 Mobile Safari/5332"
