207.30.98.152 - nathaniel_farmer [17/Dec/2025:17:49:15 -0700] "POST /login/login?user=nathaniel_farmer&password=lsv6WwLe06Wos&status=unauthorized HTTP/1.1" 401 20028 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
210.172.236.30 - - [17/Dec/2025:17:49:18 -0700] "DELETE /engage/implement HTTP/2.0" 503 21160 "https://www.districtmonetize.name/deploy/enterprise" "Opera/9.94 (Macintosh; Intel Mac OS X 10_9_9; en-US) Presto/2.8.233 Version/13.00"
242.190.126.153 - vian_chen [17/Dec/2025:17:49:23 -0700] "POST /login/login?user=vian_chen&password=NBLabJHCRd3&status=unauthorized HTTP/1.1" 401 8845 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
163.168.188.24 - aidan_kollar [17/Dec/2025:17:49:24 -0700] "POST /login/login?user=aidan_kollar&password=88jCD1f7X&status=unauthorized HTTP/1.1" 401 9174 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
56.157.50.144 - zakharias_joseph [17/Dec/2025:17:49:26 -0700] "POST /login/login?user=zakharias_joseph&password=hUT7p0M1ROjqR&status=unauthorized HTTP/1.1" 401 15586 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
47.235.16.228 - - [17/Dec/2025:17:49:18 -0700] "GET /back-end HTTP/1.1" 403 56951 "https://www.chiefturn-key.net/platforms" "Mozilla/5.0 (X11; Linux i686; rv:8.0) Gecko/1900-22-12 Firefox/37.0"
102.237.190.8 - aidan_kollar [17/Dec/2025:17:49:20 -0700] "POST /login/login?user=aidan_kollar&password=EDy2Zvd1P2i5L&status=unauthorized HTTP/1.1" 401 18253 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
169.213.134.44 - sam_silvestro [17/Dec/2025:17:49:24 -0700] "POST /login/login?user=sam_silvestro&password=uLgSwKZJ&status=unauthorized HTTP/1.1" 401 18144 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
207.233.25.247 - nat_broyles [17/Dec/2025:17:49:26 -0700] "POST /login/login?user=nat_broyles&password=RR1FtoRK&status=unauthorized HTTP/1.1" 401 20123 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
213.39.242.78 - runolfsson5163 [17/Dec/2025:17:49:18 -0700] "DELETE /plug-and-play/clicks-and-mortar HTTP/1.1" 501 32190 "https://www.forwardrich.com/frictionless/applications/whiteboard/interfaces" "Mozilla/5.0 (iPad; CPU OS 8_1_1 like Mac OS X; en-US) AppleWebKit/536.29.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6536.29.7"
253.167.122.171 - nathaniel_farmer [17/Dec/2025:17:49:23 -0700] "POST /login/login?user=nathaniel_farmer&password=bxSqrsa8rInZ&status=unauthorized HTTP/1.1" 401 11880 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
78.184.32.140 - - [17/Dec/2025:17:49:18 -0700] "DELETE /engineer/real-time/real-time/architectures HTTP/2.0" 100 69774 "https://www.internalubiquitous.io/schemas/markets" "Opera/9.26 (Windows NT 6.2; en-US) Presto/2.10.219 Version/12.00"
210.70.99.139 - daniel_ruiz [17/Dec/2025:17:49:19 -0700] "POST /login/login?user=daniel_ruiz&password=s6ar5LI89A&status=unauthorized HTTP/1.1" 401 10565 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
80.88.3.237 - hills8888 [17/Dec/2025:17:49:18 -0700] "HEAD /efficient/leverage HTTP/1.1" 504 51905 "https://www.productback-end.info/enterprise/killer" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3) AppleWebKit/5342 (KHTML, like Gecko) Chrome/37.0.818.0 Mobile Safari/5342"
15.168.84.141 - bogisich1681 [17/Dec/2025:17:49:18 -0700] "DELETE /synergistic HTTP/1.1" 201 72896 "https://www.futureoptimize.io/turn-key" "Opera/9.61 (Macintosh; U; PPC Mac OS X 10_9_10; en-US) Presto/2.8.315 Version/10.00"
203.204.215.116 - - [17/Dec/2025:17:49:18 -0700] "HEAD /transition/bandwidth/users/schemas HTTP/1.1" 500 53393 "https://www.forwardexpedite.info/infrastructures/open-source" "Mozilla/5.0 (X11; Linux x86_64; rv:6.0) Gecko/1904-27-08 Firefox/35.0"
145.52.160.142 - john_oritz [17/Dec/2025:17:49:22 -0700] "POST /login/login?user=john_oritz&password=hcBsg7e8JBAhix&status=unauthorized HTTP/1.1" 401 3802 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
27.154.214.48 - dyshana_torres_rivera [17/Dec/2025:17:49:27 -0700] "POST /login/login?user=dyshana_torres_rivera&password=kyPFS2Y6&status=unauthorized HTTP/1.1" 401 23177 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
84.22.101.174 - xiaoyin_wang [17/Dec/2025:17:49:28 -0700] "POST /login/login?user=xiaoyin_wang&password=uC4azMxCu&status=unauthorized HTTP/1.1" 401 16601 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
165.186.213.154 - skiles1433 [17/Dec/2025:17:49:18 -0700] "PUT /unleash/web-enabled HTTP/1.0" 302 96136 "https://www.regionalb2b.com/end-to-end" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_4 rv:6.0) Gecko/1909-17-03 Firefox/36.0"
45.79.228.100 - fatma_arslan [17/Dec/2025:17:49:19 -0700] "POST /login/login?user=fatma_arslan&password=vuFjCObr&status=unauthorized HTTP/1.1" 401 19364 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
139.22.239.61 - jacqueline_arias [17/Dec/2025:17:49:20 -0700] "POST /login/login?user=jacqueline_arias&password=081z8HDmR47M&status=unauthorized HTTP/1.1" 401 6314 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
194.73.183.44 - - [17/Dec/2025:17:49:18 -0700] "DELETE /networks/paradigms/grow/orchestrate HTTP/1.0" 502 39091 "http://www.principalparadigms.com/scale" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/5340 (KHTML, like Gecko) Chrome/37.0.882.0 Mobile Safari/5340"
44.3.20.40 - bradtke8241 [17/Dec/2025:17:49:18 -0700] "POST /back-end/wireless/web+services/grow HTTP/1.1" 503 85782 "https://www.centralglobal.com/open-source/e-commerce/morph/infomediaries" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3) AppleWebKit/5312 (KHTML, like Gecko) Chrome/37.0.826.0 Mobile Safari/5312"
210.188.114.203 - matthew_gibson_lopez [17/Dec/2025:17:49:23 -0700] "POST /login/login?user=matthew_gibson_lopez&password=Qo6rEQzUA&status=unauthorized HTTP/1.1" 401 23266 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
27.140.173.45 - - [17/Dec/2025:17:49:18 -0700] "DELETE /viral HTTP/2.0" 403 82485 "https://www.regionalbenchmark.com/interfaces/revolutionize" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_0 rv:5.0) Gecko/1942-30-07 Firefox/35.0"
173.94.30.220 - daniel_ruiz [17/Dec/2025:17:49:23 -0700] "POST /login/login?user=daniel_ruiz&password=Hd9bRO3t&status=unauthorized HTTP/1.1" 401 873 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
28.158.219.11 - - [17/Dec/2025:17:49:18 -0700] "HEAD /incentivize/users/architectures/best-of-breed HTTP/1.1" 403 96683 "http://www.chiefharness.net/users/extend" "Mozilla/5.0 (X11; Linux x86_64; rv:5.0) Gecko/1934-16-12 Firefox/36.0"
148.17.84.157 - - [17/Dec/2025:17:49:18 -0700] "PATCH /sexy/back-end/distributed HTTP/1.1" 200 92530 "https://www.investorincubate.info/integrate" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/5360 (KHTML, like Gecko) Chrome/36.0.810.0 Mobile Safari/5360"
194.135.12.19 - gorczany5204 [17/Dec/2025:17:49:18 -0700] "PATCH /killer/clicks-and-mortar HTTP/1.0" 406 81872 "https://www.internationalubiquitous.biz/synthesize/relationships" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_1) AppleWebKit/5321 (KHTML, like Gecko) Chrome/39.0.869.0 Mobile Safari/5321"
77.96.78.135 - - [17/Dec/2025:17:49:18 -0700] "GET /frictionless/engineer/b2c HTTP/1.0" 301 43616 "https://www.legacydeliverables.name/holistic" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/5351 (KHTML, like Gecko) Chrome/37.0.871.0 Mobile Safari/5351"
219.115.223.182 - - [17/Dec/2025:17:49:18 -0700] "GET /rich/engineer/supply-chains/integrate HTTP/1.1" 403 36863 "http://www.futuree-business.com/harness" "Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4 rv:4.0; en-US) AppleWebKit/532.16.7 (KHTML, like Gecko) Version/5.1 Safari/532.16.7"
64.247.68.138 - - [17/Dec/2025:17:49:18 -0700] "POST /visualize/systems/syndicate/b2b HTTP/1.0" 201 15291 "https://www.globalseamless.io/systems/benchmark" "Mozilla/5.0 (Windows 95) AppleWebKit/5311 (KHTML, like Gecko) Chrome/39.0.816.0 Mobile Safari/5311"
245.238.161.172 - windler8826 [17/Dec/2025:17:49:18 -0700] "DELETE /deploy/deploy/24%2f7 HTTP/2.0" 204 94507 "https://www.investorroi.name/grow" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_8) AppleWebKit/5352 (KHTML, like Gecko) Chrome/39.0.865.0 Mobile Safari/5352"
88.185.7.53 - hegmann8726 [17/Dec/2025:17:49:18 -0700] "PUT /scalable/back-end/architectures HTTP/1.0" 204 46351 "https://www.directscale.name/end-to-end/virtual/initiatives" "Opera/9.19 (Windows 95; en-US) Presto/2.8.267 Version/11.00"
28.62.194.200 - - [17/Dec/2025:17:49:18 -0700] "HEAD /deploy/e-business/virtual HTTP/2.0" 304 53483 "https://www.customerleverage.info/open-source/b2c/interfaces/mission-critical" "Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_4) AppleWebKit/5321 (KHTML, like Gecko) Chrome/37.0.824.0 Mobile Safari/5321"
237.200.189.214 - judith_infante [17/Dec/2025:17:49:22 -0700] "POST /login/login?user=judith_infante&password=6ABmmxsei1Xbh6&status=unauthorized HTTP/1.1" 401 2738 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
200.121.71.188 - - [17/Dec/2025:17:49:18 -0700] "PATCH /mesh/cross-platform/transition/web+services HTTP/1.0" 502 93068 "https://www.legacymatrix.info/action-items/open-source/bricks-and-clicks/portals" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5351 (KHTML, like Gecko) Chrome/36.0.811.0 Mobile Safari/5351"
106.247.245.33 - curran_hill [17/Dec/2025:17:49:21 -0700] "POST /login/login?user=curran_hill&password=unnvEqH1TWA&status=unauthorized HTTP/1.1" 401 12591 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
219.197.162.80 - - [17/Dec/2025:17:49:18 -0700] "PATCH /global HTTP/2.0" 401 24499 "http://www.legacyempower.name/clicks-and-mortar/deliver/front-end" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_9) AppleWebKit/5362 (KHTML, like Gecko) Chrome/40.0.867.0 Mobile Safari/5362"
237.249.184.179 - - [17/Dec/2025:17:49:18 -0700] "GET /drive/seamless/cultivate/engineer HTTP/1.1" 504 81813 "http://www.dynamicvalue-added.net/morph/redefine/revolutionary/b2b" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_2_3 like Mac OS X; en-US) AppleWebKit/532.28.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6532.28.2"
