104.14.237.186 - inara_rupani [17/Dec/2025:17:49:15 -0700] "POST /login/login?user=inara_rupani&password=Pn8slLdZq&status=unauthorized HTTP/1.1" 401 13361 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
33.255.109.231 - - [17/Dec/2025:17:49:19 -0700] "PUT /integrated HTTP/1.0" 403 78030 "https://www.chiefsticky.org/facilitate/facilitate/strategize" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_8) AppleWebKit/5342 (KHTML, like Gecko) Chrome/39.0.881.0 Mobile Safari/5342"
141.97.253.6 - lebsack6144 [17/Dec/2025:17:49:19 -0700] "HEAD /frictionless/seamless/relationships/exploit HTTP/2.0" 203 86536 "https://www.corporateleverage.net/sticky/communities/synergize/roi" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/5350 (KHTML, like Gecko) Chrome/40.0.833.0 Mobile Safari/5350"
132.77.182.40 - - [17/Dec/2025:17:49:19 -0700] "DELETE /transform/wireless HTTP/2.0" 502 32907 "https://www.chiefrobust.com/e-business/best-of-breed" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_0) AppleWebKit/5341 (KHTML, like Gecko) Chrome/40.0.802.0 Mobile Safari/5341"
99.31.64.178 - schowalter6231 [17/Dec/2025:17:49:19 -0700] "PUT /viral/cutting-edge HTTP/1.0" 403 71624 "https://www.leadmethodologies.net/channels/integrate/redefine" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0 rv:3.0) Gecko/1927-20-01 Firefox/36.0"
115.224.23.100 - powlowski2457 [17/Dec/2025:17:49:19 -0700] "POST /iterate/transform/compelling HTTP/1.0" 205 47982 "https://www.futureextend.io/impactful/web-readiness/turn-key" "Mozilla/5.0 (X11; Linux x86_64; rv:8.0) Gecko/1922-24-12 Firefox/35.0"
112.108.207.200 - moses_merchant [17/Dec/2025:17:49:22 -0700] "POST /login/login?user=moses_merchant&password=NsH0ksRQji&status=unauthorized HTTP/1.1" 401 18181 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
136.90.233.238 - saira_jiwani [17/Dec/2025:17:49:26 -0700] "POST /login/login?user=saira_jiwani&password=P7Qy7TOA1JYW&status=unauthorized HTTP/1.1" 401 20124 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
177.246.214.58 - schmidt8247 [17/Dec/2025:17:49:19 -0700] "PATCH /metrics/e-enable/user-centric/metrics HTTP/1.1" 416 45604 "http://www.futureb2c.com/initiatives/out-of-the-box/transparent" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_6 rv:4.0; en-US) AppleWebKit/533.43.3 (KHTML, like Gecko) Version/6.0 Safari/533.43.3"
17.173.33.248 - moses_merchant [17/Dec/2025:17:49:20 -0700] "POST /login/login?user=moses_merchant&password=TOvX42AvDT&status=unauthorized HTTP/1.1" 401 11608 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
190.77.61.57 - aly_a [17/Dec/2025:17:49:23 -0700] "POST /login/login?user=aly_a&password=asmfJw1F5NCzi5&status=unauthorized HTTP/1.1" 401 18549 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
21.105.213.253 - - [17/Dec/2025:17:49:19 -0700] "HEAD /b2c/seamless/infrastructures/one-to-one HTTP/2.0" 301 23428 "http://www.nationaltechnologies.com/out-of-the-box/solutions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_6 rv:3.0) Gecko/1968-19-11 Firefox/36.0"
111.64.67.170 - - [17/Dec/2025:17:49:19 -0700] "HEAD /plug-and-play HTTP/2.0" 406 26722 "http://www.forwardrich.io/dot-com/cross-media/holistic/cutting-edge" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2 rv:6.0; en-US) AppleWebKit/531.41.3 (KHTML, like Gecko) Version/6.2 Safari/531.41.3"
40.41.122.59 - lueilwitz3311 [17/Dec/2025:17:49:19 -0700] "PUT /next-generation/strategize/systems HTTP/1.1" 205 41400 "https://www.investorexploit.name/supply-chains/experiences/functionalities/architect" "Opera/10.72 (X11; Linux i686; en-US) Presto/2.10.249 Version/11.00"
221.160.227.112 - langworth4506 [17/Dec/2025:17:49:19 -0700] "POST /deliver/evolve HTTP/1.0" 504 31899 "http://www.investorsolutions.biz/innovate" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5310 (KHTML, like Gecko) Chrome/36.0.882.0 Mobile Safari/5310"
225.31.237.133 - moez [17/Dec/2025:17:49:20 -0700] "POST /login/login?user=moez&password=6TMZFuPEcHV&status=unauthorized HTTP/1.1" 401 15549 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
53.16.183.117 - zain_mitha [17/Dec/2025:17:49:24 -0700] "POST /login/login?user=zain_mitha&password=pDf0hnxBuRuw5&status=unauthorized HTTP/1.1" 401 16461 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
198.118.165.56 - - [17/Dec/2025:17:49:19 -0700] "HEAD /one-to-one/harness/strategize/killer HTTP/2.0" 301 84977 "https://www.nationalsticky.com/open-source/repurpose/scalable" "Opera/8.32 (Macintosh; U; Intel Mac OS X 10_6_1; en-US) Presto/2.12.223 Version/10.00"
163.70.227.141 - reinger2162 [17/Dec/2025:17:49:19 -0700] "POST /vortals HTTP/2.0" 416 74311 "http://www.regionalredefine.com/orchestrate/vertical/applications" "Opera/10.94 (Macintosh; Intel Mac OS X 10_5_0; en-US) Presto/2.10.196 Version/11.00"
122.93.141.2 - amin_jaffer [17/Dec/2025:17:49:21 -0700] "POST /login/login?user=amin_jaffer&password=D6R4NaUn7&status=unauthorized HTTP/1.1" 401 22056 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
99.16.105.252 - - [17/Dec/2025:17:49:19 -0700] "DELETE /functionalities/deliverables HTTP/1.0" 200 90147 "https://www.directdynamic.org/innovative/sticky" "Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_9 rv:7.0) Gecko/1967-09-04 Firefox/35.0"
171.6.119.251 - - [17/Dec/2025:17:49:19 -0700] "DELETE /vortals HTTP/1.0" 100 34433 "https://www.dynamicopen-source.name/enterprise/dot-com" "Mozilla/5.0 (X11; Linux i686; rv:5.0) Gecko/1907-30-08 Firefox/35.0"
20.141.97.121 - - [17/Dec/2025:17:49:19 -0700] "DELETE /exploit/scale HTTP/1.0" 500 54275 "https://www.globalplatforms.name/intuitive" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_9) AppleWebKit/5360 (KHTML, like Gecko) Chrome/39.0.879.0 Mobile Safari/5360"
57.79.155.124 - hauck7200 [17/Dec/2025:17:49:19 -0700] "POST /solutions/web-enabled HTTP/1.1" 203 24954 "http://www.customerubiquitous.net/killer/frictionless/content/networks" "Mozilla/5.0 (X11; Linux i686; rv:5.0) Gecko/1938-08-06 Firefox/36.0"
66.136.106.247 - bauch8284 [17/Dec/2025:17:49:19 -0700] "DELETE /plug-and-play/impactful/niches HTTP/1.0" 504 99661 "http://www.futurenext-generation.name/cross-media" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/5361 (KHTML, like Gecko) Chrome/38.0.827.0 Mobile Safari/5361"
210.147.48.50 - cronin7154 [17/Dec/2025:17:49:19 -0700] "PATCH /open-source/benchmark HTTP/2.0" 100 84703 "https://www.leadtransparent.info/revolutionary/cross-platform/sticky/mindshare" "Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_3 rv:7.0; en-US) AppleWebKit/533.28.4 (KHTML, like Gecko) Version/4.2 Safari/533.28.4"
219.150.107.217 - - [17/Dec/2025:17:49:19 -0700] "PUT /users/sticky HTTP/1.0" 100 79179 "http://www.futurevalue-added.name/synthesize/e-markets/open-source/streamline" "Opera/8.71 (X11; Linux x86_64; en-US) Presto/2.13.237 Version/12.00"
209.9.16.52 - mohr2023 [17/Dec/2025:17:49:19 -0700] "HEAD /e-business/facilitate/target HTTP/1.1" 301 82291 "https://www.investorapplications.info/rich/channels/e-commerce/whiteboard" "Mozilla/5.0 (Windows NT 4.0; en-US; rv:1.9.0.20) Gecko/2011-24-02 Firefox/37.0"
13.105.68.233 - moez [17/Dec/2025:17:49:23 -0700] "POST /login/login?user=moez&password=G7xYLWmw&status=unauthorized HTTP/1.1" 401 12984 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
235.73.109.169 - vandervort8362 [17/Dec/2025:17:49:19 -0700] "PUT /unleash/infrastructures/eyeballs/transition HTTP/1.0" 502 9685 "http://www.districtrelationships.info/world-class/applications/architectures" "Mozilla/5.0 (Windows CE; en-US; rv:1.9.0.20) Gecko/2017-27-01 Firefox/37.0"
221.108.178.17 - medhurst6525 [17/Dec/2025:17:49:19 -0700] "HEAD /holistic HTTP/2.0" 405 21987 "https://www.customermetrics.net/platforms/models" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_6 rv:6.0; en-US) AppleWebKit/532.22.5 (KHTML, like Gecko) Version/6.0 Safari/532.22.5"
198.30.184.170 - arshad_somani [17/Dec/2025:17:49:23 -0700] "POST /login/login?user=arshad_somani&password=NH3LLh7A&status=unauthorized HTTP/1.1" 401 12299 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
102.90.17.85 - akber_hussain [17/Dec/2025:17:49:26 -0700] "POST /login/login?user=akber_hussain&password=MXEaWq3aHnTF5s&status=unauthorized HTTP/1.1" 401 10674 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
255.205.166.49 - - [17/Dec/2025:17:49:19 -0700] "HEAD /models/empower/incubate HTTP/2.0" 304 80200 "http://www.internaldistributed.biz/front-end/iterate/innovate/proactive" "Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_9) AppleWebKit/5312 (KHTML, like Gecko) Chrome/38.0.843.0 Mobile Safari/5312"
50.14.173.159 - amin_jaffer [17/Dec/2025:17:49:22 -0700] "POST /login/login?user=amin_jaffer&password=Yrp3RIypshDma&status=unauthorized HTTP/1.1" 401 1972 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
84.168.72.47 - mahek_ramzan [17/Dec/2025:17:49:26 -0700] "POST /login/login?user=mahek_ramzan&password=xQOmbSC9inhj&status=unauthorized HTTP/1.1" 401 22937 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
206.61.63.97 - bauch3287 [17/Dec/2025:17:49:19 -0700] "DELETE /deliver/vortals/value-added/bandwidth HTTP/1.1" 400 59113 "http://www.forwardsolutions.org/enable/redefine" "Opera/10.82 (Windows NT 5.1; en-US) Presto/2.13.322 Version/13.00"
103.117.76.118 - sajoo [17/Dec/2025:17:49:20 -0700] "POST /login/login?user=sajoo&password=IoynYDH0&status=unauthorized HTTP/1.1" 401 8224 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
152.107.199.47 - noah_ladak [17/Dec/2025:17:49:23 -0700] "POST /login/login?user=noah_ladak&password=sc4je9Ja3Li6WY&status=unauthorized HTTP/1.1" 401 3418 "https://audit.local/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/110.0"
